op,Peças,Quantidade,Tamanho da peça,Peso,Tempo,Espessura,Aproveitamento,Tamanho da chapa,qt. chapa,data abertura de op,maquina,op_espelho,opp,DATA,PADRÃO?,operador_final_matricula
106959,465422.FECH. TRAS. LONG. PLASMAdwg,12,,,,"3,75 mm ","0,9114","1210,00 × 4010,00 mm","2,00",28/03/2025,Laser JYF,1026 JFY,,,,PCP
106959,409820 - PLASMA,86,,,,"3,75 mm ","0,9114","1210,00 × 4010,00 mm","2,00",28/03/2025,Laser JYF,1026 JFY,,,,PCP
106960,030341 - PISO DIREITO [PLATAFORMA - CBHM],10,,,,2 mm,"0,9814","1210,00 × 2810,00 mm","20,00",28/03/2025,Laser JYF,266 JFY,,,,PCP
106960,030616 - PISO ESQUERDO [PLATAFORMA - CBHM 4500],10,,,,2 mm,"0,9814","1210,00 × 2810,00 mm","20,00",28/03/2025,Laser JYF,266 JFY,,,,PCP
106960,493107 CHAPEAM GRADE LATERAL 45CM CBHM,10,,,,2 mm,"0,9814","1210,00 × 2810,00 mm","20,00",28/03/2025,Laser JYF,266 JFY,,,,PCP
106961,409741 - SAPATA [CHASSI - CBHM],40,,,,"MS 10,00 mm","0,8765","2360,00 × 1200,00 mm","1,00",28/03/2025,Plasma,17595,,,,PCP
106961,028743 nao oficial - COM FUROS DE 22mm,12,,,,"MS 10,00 mm","0,8765","2360,00 × 1200,00 mm","1,00",28/03/2025,Plasma,17595,,,,PCP
106961,025655 - SAPATA DO EIXO C MOLA CBH  CBHM (NOV 13...),7,,,,"MS 10,00 mm","0,8765","2360,00 × 1200,00 mm","1,00",28/03/2025,Plasma,17595,,,,PCP
106961,417233 ARRUELA REFORÇO ESTB EIXO BAL T,1,,,,"MS 10,00 mm","0,8765","2360,00 × 1200,00 mm","1,00",28/03/2025,Plasma,17595,,,,PCP
2881,425801-GUIA DA PLATAFORMA CBHM,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,030721-COMPLEMENTO DA LONGARINA,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,468745 - PLASMA,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,031905 - SUPORTE DO GIGANTE _ FECHAMENTO,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,032011 - GUIA  _ BASE DO MOTOR HIDRAULIC,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,025734 - PLASMA,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,030589 - PROTEÇÃO DO MACACO,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,030540-TRANSVERSINA DIANTEIRA,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,034586 - PLACA DE FIXAÇÃO [ROLO MOTOR -,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,032694 - SUPORTE DO GIGANTE [FA2A M22],0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,18338,259,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,490313-REFORÇO TRAVA T TRAS ACESS CBHM,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,030993-ENGATE GRADE,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,459562 - TRAVA DO EIXO [EIXO COMPLETO -,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,415017-BRAÇADEIRA P-FEIXE DE MOLAS-PLASM,0,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,023504 plasma 1,100,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
2881,025597 - SUPORTE DO FECHAMENTO [FECHAM T,24,,,,1/4 ,0.8335382127866928,"3000,00 x 1200,00 mm","1,00",28/03/2025,Laser,,opp,,,PCP
20172,028743 - SUPORTE DO CILINDRO [CHASSI - CBH],12,"231,81 × 380,00 mm","6,9 kg",0:01:11,"MS 10,00 mm ","85,72%","2100,00 × 1510,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20172,409741 - SAPATA [CHASSI - CBHM],50,"165,00 × 210,00 mm","2,6 kg",0:01:30,"MS 10,00 mm ","85,72%","2100,00 × 1510,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20172,030381 - FIXADOR DO MACACO [SUPORTE FRONTAL - CBH],2,"135,00 × 100,00 mm","1,0 kg",0:01:11,"MS 10,00 mm ","85,72%","2100,00 × 1510,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20173,030348-REFORÇO DA LONGARINA v3,36,"1599,67 × 191,00 mm","11,8 kg",0:01:18,"MS 6,00 mm ","88,91%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20173,490313-REFORÇO TRAVA T TRAS ACESS CBHM,124,"295,00 × 30,00 mm","0,4 kg",0:00:20,"MS 6,00 mm ","88,91%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20173,425801-GUIA DA PLATAFORMA CBHM,110,"109,61 × 50,00 mm","0,3 kg",0:00:15,"MS 6,00 mm ","88,91%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20173,025698 - FECHAMENTO _ EIXO TRASEIRO SS-SC _ CBHM 4500,44,"213,07 × 96,00 mm","0,9 kg",0:00:20,"MS 6,00 mm ","88,91%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20173,425187,8,"705,00 × 235,00 mm","6,3 kg",0:00:36,"MS 6,00 mm ","88,91%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20173,425965-ENGATE  GRADES CBHM,0,"150,04 × 44,00 mm","0,3 kg",0:00:16,"MS 6,00 mm ","88,91%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20173,030721-COMPLEMENTO DA LONGARINA,22,"97,19 × 50,00 mm","0,2 kg",0:00:14,"MS 6,00 mm ","88,91%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20173,033612 - ARRUELA [ESPAÇADOR - CBH M18],50,"38,00 × 38,00 mm","0,0 kg",0:00:24,"MS 6,00 mm ","88,91%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
1647 JFY,030386 - TRAVA MACACO EXTERNO CBHM  CBH 4T,52,90.00 * 90.00,,,"4,76 mm ","0,3314","165,00 × 1895,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
20174,030649 - APOIO DA ARTICULAÇÃO [PLATAFORMA - CBHM],24,"240,00 × 154,00 mm","2,1 kg",0:00:39,"MS 8,00 mm ","89,09%","6000,00 × 1200,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20174,"030336 - APOIO DA ARTICULAÇAO _ CHASSI DA CAÇAMBA-PLATAFORMA _ CBH-CBHM 4,0T",36,"1040,00 × 154,00 mm","9,2 kg",0:01:08,"MS 8,00 mm ","89,09%","6000,00 × 1200,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20174,029964-APOIO DA TAMPA TRAS.-CBH-M16,57,"60,00 × 70,00 mm","0,3 kg",0:00:15,"MS 8,00 mm ","89,09%","6000,00 × 1200,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20174,010029 - APOIO PLAT BOMBA ANDR,4,"76,00 × 140,00 mm","0,6 kg",0:00:43,"MS 8,00 mm ","89,09%","6000,00 × 1200,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20174,410068 - PLASMA,5,"370,00 × 31,70 mm","0,7 kg",0:01:03,"MS 8,00 mm ","89,09%","6000,00 × 1200,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20175,030721-COMPLEMENTO DA LONGARINA,54,"97,19 × 50,00 mm","0,2 kg",0:00:14,"MS 6,00 mm ","41,03%","2020,00 × 260,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20175,031556 - REFORÇO CENTRAL,0,"2020,00 × 259,30 mm","18,7 kg",0:01:37,"MS 6,00 mm ","41,03%","2020,00 × 260,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
1648 JFY,031515 - TRANSV. INTERM. FRONTAL,21,196.00 * 365.00,,,"4,76 mm ","0,9079","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1648 JFY,026425-PLASMA,10,560.00 * 450.00,,,"4,76 mm ","0,9079","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1648 JFY,029988-TRANSV.SUPORTE DA 5° RODA-ER4-6 -PLASMA,3,155.00 * 671.00,,,"4,76 mm ","0,9079","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1648 JFY,030386 - TRAVA MACACO EXTERNO CBHM  CBH 4T,14,90.00 * 90.00,,,"4,76 mm ","0,9079","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1648 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],49,40.00 * 95.00,,,"4,76 mm ","0,9079","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
20176,030721-COMPLEMENTO DA LONGARINA,44,"97,19 × 50,00 mm","0,2 kg",0:00:14,"MS 6,00 mm ","38,92%","2020,00 × 260,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20176,031556 - REFORÇO CENTRAL,0,"2020,00 × 259,30 mm","18,7 kg",0:01:37,"MS 6,00 mm ","38,92%","2020,00 × 260,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20176,035979 - CHAPA DE FIXACAO DA MOLA,10,"50,80 × 108,00 mm","0,1 kg",0:00:53,"MS 6,00 mm ","38,92%","2020,00 × 260,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
1649 JFY,029988-TRANSV.SUPORTE DA 5° RODA-ER4-6 -PLASMA,4,155.00 * 671.00,,,"4,76 mm ","0,8973","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1649 JFY,"480629-PLACA DE APOIO 5 RODA (M98) F4,6",5,560.00 * 450.00,,,"4,76 mm ","0,8973","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1649 JFY,474046-LONGARINA DA 5 RODA,8,864.99 * 192.24,,,"4,76 mm ","0,8973","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1649 JFY,029987 - TRANSVERSINA [5ª RODA - CBHL 6000],9,168.95 * 671.00,,,"4,76 mm ","0,8973","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1649 JFY,030386 - TRAVA MACACO EXTERNO CBHM  CBH 4T,39,90.00 * 90.00,,,"4,76 mm ","0,8973","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1649 JFY,031515 - TRANSV. INTERM. FRONTAL,3,196.00 * 365.00,,,"4,76 mm ","0,8973","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1649 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM]A,13,40.00 * 95.00,,,"4,76 mm ","0,8973","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1650 JFY,029988-TRANSV.SUPORTE DA 5° RODA-ER4-6 -PLASMA,8,155.00 * 671.00,,,"4,76 mm ","0,9357","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1650 JFY,474046-LONGARINA DA 5 RODA,4,864.99 * 192.24,,,"4,76 mm ","0,9357","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1650 JFY,031484 - LONGARINA _ PLATAFORMA _ CBHM 6000 CAFEEIRA,3,3696.00 * 260.09,,,"4,76 mm ","0,9357","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1650 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],33,40.00 * 95.00,,,"4,76 mm ","0,9357","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1650 JFY,031515 - TRANSV. INTERM. FRONTAL,1,196.00 * 365.00,,,"4,76 mm ","0,9357","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1650 JFY,030386 - TRAVA MACACO EXTERNO CBHM  CBH 4T,0,90.00 * 90.00,,,"4,76 mm ","0,9357","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1650 JFY,030388 - COMPLEMENTO BASE MÓVEL,0,78.99 * 36.70,,,"4,76 mm ","0,9357","1200,00 × 4040,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1651 JFY,031484 - LONGARINA _ PLATAFORMA _ CBHM 6000 CAFEEIRA,8,3696.00 * 260.09,,,"4,76 mm ","0,9339","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1651 JFY,029987 - TRANSVERSINA [5ª RODA - CBHL 6000],2,168.95 * 671.00,,,"4,76 mm ","0,9339","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1651 JFY,031515 - TRANSV. INTERM. FRONTAL,2,196.00 * 365.00,,,"4,76 mm ","0,9339","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1651 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],62,40.00 * 95.00,,,"4,76 mm ","0,9339","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1651 JFY,014527 - FECH LAT TAMPA TRAS M09 (10.000) CBHM,4,100.00 * 1500.00,,,"4,76 mm ","0,9339","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1651 JFY,441480-SUPORTE ENGATE IÇAMENTO,12,158.00 * 122.00,,,"4,76 mm ","0,9339","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,025677 - COMPLEM INTERNO MAIOR [FECHAM LATERAL - CARR MELAO],22,148.77 * 200.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,036132 - REFORCO DO VISOR [CAÇAMBA - CTH4500],20,350.00 * 170.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,030366 - TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH],14,187.91 * 1396.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,440115-PLASMA,2,60.00 * 1200.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,030614 - REFORÇO INTERNO DO ENGATE,100,106.00 * 63.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,025677 - COMPLEM INTERNO MAIOR [FECHAM LATERAL - CARR MELAO],22,148.77 * 200.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,036132 - REFORCO DO VISOR [CAÇAMBA - CTH4500],20,350.00 * 170.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,030366 - TRANSVERSINA INFERIOR MAIOR [CAÇAMBA - CBH],14,187.91 * 1396.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,440115-PLASMA,2,60.00 * 1200.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1652 JFY,030614 - REFORÇO INTERNO DO ENGATE,100,106.00 * 63.00,,,"3,04 mm ","0,8464","1500,00 × 4000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
20177,029135 - DEGRAU ESCADA,28,"300,00 × 74,56 mm","0,5 kg",0:00:18,"MS 3,04 mm ","88,58%","1730,00 × 1200,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20177,029518 - PISO DA GAIOLA,1,"1152,96 × 1077,04 mm","29,5 kg",0:03:05,"MS 3,04 mm ","88,58%","1730,00 × 1200,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20178,028017PL -CHAPA INFERIOR DO BRAÇO ROTATORIO,5,"255,00 × 280,00 mm","6,6 kg",0:01:49,"MS 19,00 mm ","68,71%","685,00 × 1200,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20178,031903 - CHAPA DE APOIO INFERIOR,1,"922,80 × 371,84 mm","51,1 kg",0:02:28,"MS 19,00 mm ","68,71%","685,00 × 1200,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
1653 JFY,029679 PLASMA,10,200.00 * 900.00,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1653 JFY,"029678 - TRANSVERSINA TRASEIRA _ CHASSI 2 EIXOS _ F-FTC 4,0-6,0T",10,900.00 * 198.94,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1653 JFY,025546 - FECHAMENTO DO EIXO [EIXO - F4],42,287.99 * 96.00,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1653 JFY,030316 - REFORÇO DO SUPORTE DIANT  M17  CHASSI  CBHM CBH,24,170.00 * 150.00,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1653 JFY,446841 - REFORÇO LONG-CHASSI [CHASSI - F4],36,120.00 * 120.00,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1653 JFY,028263 - CHAPA DE LIGAÇÃO ENTRE ESTEIRAS FRONTAIS,2,600.00 * 668.19,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1653 JFY,029474-apoio cabo do acelerador,2,280.00 * 90.00,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1653 JFY,030645- REFORÇO TRANSV. TRAS. DIANT.,16,190.00 * 647.00,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1653 JFY,"032402 - FECHAMENTO _ EIXO DIANTEIRO-TRASEIRO-BALANCIM _ FA-FTC-CBH-CBHM 4,0T-6,0T",12,235.00 * 96.00,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
1653 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],140,40.00 * 95.00,,,"4,76 mm ","0,8762","1200,00 × 4040,00 mm","2,00",28/03/2025,Laser JYF,,opp,,,PCP
106962,425953 - FECHAMENTO LATERAL _ TAMPA DIANTEIRA-LATERAL SUPERIOR-INFERIOR 45CM _ CBHM 4500-5000-6000-8000-10000,32,,,,"3,75 mm ","0,9185","1200,00 × 4000,00 mm","2,00",28/03/2025,Laser JYF,791 JFY,,,,PCP
106962,465422.FECH. TRAS. LONG. PLASMAdwg,22,,,,"3,75 mm ","0,9185","1200,00 × 4000,00 mm","2,00",28/03/2025,Laser JYF,791 JFY,,,,PCP
106962,409820 - PLASMA,212,,,,"3,75 mm ","0,9185","1200,00 × 4000,00 mm","2,00",28/03/2025,Laser JYF,791 JFY,,,,PCP
106962,034152 [LASER] - TRANSVERSINA TRASEIRA [ESTRUTURA DA PLATAFORMA - F4],0,,,,"3,75 mm ","0,9185","1200,00 × 4000,00 mm","2,00",28/03/2025,Laser JYF,791 JFY,,,,PCP
106962,034153 - TRANSVERSINA INTERMEDIARIA [ESTRUTURA DA PLATAFORMA - F4],16,,,,"3,75 mm ","0,9185","1200,00 × 4000,00 mm","2,00",28/03/2025,Laser JYF,791 JFY,,,,PCP
1654 JFY,460394 - CHAPEAMENTO [GRADE DIANTEIRA - CBHM5000],120,1686.00 * 595.01,,,2 mm ,"0,9467","1211,00 × 3500,00 mm","30,00",28/03/2025,Laser JYF,,opp,,,PCP
20179,027805 - CHAPA DE FIXAÇÃO DO CILINDRO HIDRAULICOP,1,"180,00 × 112,20 mm","3,2 kg",0:01:52,"MS 26,00 mm ","51,51%","244,00 × 596,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20179,027691 - CHAPA MANCAL INFERIOR FURADA,2,"230,00 × 50,80 mm","2,3 kg",0:02:09,"MS 26,00 mm ","51,51%","244,00 × 596,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20179,027803 - ORELHA DO APOIO DO CILINDRO DO PÉ,4,"100,00 × 100,00 mm","1,4 kg",0:01:27,"MS 26,00 mm ","51,51%","244,00 × 596,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20179,027772 - ORELHA DE ENGATE DO CILINDRO SUPERIOR,1,"146,04 × 146,04 mm","1,7 kg",0:01:42,"MS 26,00 mm ","51,51%","244,00 × 596,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20180,027645 - CHAPA REFORÇO LATERAL INTERNO,12,"68,53 × 376,00 mm","1,1 kg",0:00:25,"MS 6,00 mm ","90,62%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20180,031514-reforço da longarina,24,"2025,00 × 190,00 mm","15,5 kg",0:01:13,"MS 6,00 mm ","90,62%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20180,481439 - HASTE DE TRAÇAO MAIOR [IÇAMENTO - CBHM-2E],8,"285,03 × 1350,00 mm","18,1 kg",0:01:31,"MS 6,00 mm ","90,62%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20180,425187,8,"705,00 × 235,00 mm","6,3 kg",0:00:36,"MS 6,00 mm ","90,62%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20180,409959PL - COM FURO MAIOR,30,"144,26 × 140,00 mm","0,9 kg",0:00:45,"MS 6,00 mm ","90,62%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
20180,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],24,"40,00 × 95,00 mm","0,2 kg",0:00:14,"MS 6,00 mm ","90,62%","6000,00 × 1200,00 mm","2,00",28/03/2025,Plasma,,opp,,,PCP
1655 JFY,036605 - TRANSVERSINA INTERMEDIARIA [CHASSI - CBHM2000],1,660.00 * 191.00,,,"3,75 mm ","0,9393","1210,00 × 3000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1655 JFY,460680 - TRANSVERSINA CENTRAL [PLATAFORMA - CBHM5000],7,1794.00 * 148.91,,,"3,75 mm ","0,9393","1210,00 × 3000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1655 JFY,450790,5,148.00 * 564.00,,,"3,75 mm ","0,9393","1210,00 × 3000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1655 JFY,460679,8,615.00 * 148.00,,,"3,75 mm ","0,9393","1210,00 × 3000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
1655 JFY,465422.FECH. TRAS. LONG. PLASMAdwg,22,62.00 * 212.00,,,"3,75 mm ","0,9393","1210,00 × 3000,00 mm","1,00",28/03/2025,Laser JYF,,opp,,,PCP
20181,033685 - SAPATA [SUPORTE DO BALANCIM - FT12500 M22],2,"636,64 × 350,00 mm","14,1 kg",0:01:48,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,029156 - ESBARRO CONJUNTO BRACO,4,"111,00 × 111,00 mm","0,5 kg",0:00:34,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,030554 - BATENTE DA ESCADA MÓVEL,20,"60,00 × 38,00 mm","0,1 kg",0:00:14,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,027542 - SUPORTE GANCHO DE ENGATE,10,"44,37 × 52,34 mm","0,1 kg",0:00:14,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,027507 - CHAPA VIRADA ENGATE,2,"1086,47 × 50,00 mm","4,0 kg",0:01:42,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,027508 - CHAPA DE LIGAÇÃO INFERIOR,1,"925,00 × 710,00 mm","51,2 kg",0:02:00,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,029472- CHAPA DE REFORÇO DA BASE,2,"215,00 × 118,32 mm","1,8 kg",0:00:53,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,"031045 - SAPATA MAIOR [CHASSI 1 EIXO - CBH_CBHM 4,0_6,0T]",14,"165,00 × 522,00 mm","6,5 kg",0:02:35,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,409741 - SAPATA [CHASSI - CBHM],8,"165,00 × 210,00 mm","2,6 kg",0:01:22,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,030381 - FIXADOR DO MACACO [SUPORTE FRONTAL - CBH],13,"135,00 × 100,00 mm","1,0 kg",0:01:10,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,"494653 - DOBRADIÇA _ FUEIRO UG-GRAN-FORR TRS LD-LE _ CBH-CBHM 4,0-6,0T",4,"45,00 × 85,00 mm","0,2 kg",0:00:30,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
20181,"494495 - DOBRADIÇA _ TAMPA TRASEIRA UG-GRAN-FORR TRS-0,6-1,1-1,5M _ CBH-CBHM 4,0-6,0T",2,"87,00 × 110,00 mm","0,4 kg",0:00:33,"MS 10,00 mm ","86,37%","2190,00 × 1500,00 mm","1,00",28/03/2025,Plasma,,opp,,,PCP
